id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
28986906,Room in Astoria 4BR-2BA APT 3min->N/W 30 Ave Train,137358866,Kaz,Queens,Astoria,40.76787,-73.92432,Private room,53,30,4,2022-08-31,0.24,124,359,2,
28987503,Cosy and friendly private space,218458746,Colin,Queens,Woodside,40.74653,-73.90847,Private room,80,30,4,2018-11-09,0.07,1,0,0,
28989914,Private room in bright and spacious loft,218505786,Victoria,Manhattan,East Village,40.72264,-73.98447,Private room,130,2,44,2021-09-12,0.82,1,0,0,
28782669,Encuentra la tranquilidad ideal,216411482,Adriana,Queens,East Elmhurst,40.76339,-73.88675,Private room,40,30,44,2020-02-08,0.82,1,1,0,
28991221,Room has queen size bed,11837926,Anthony,Manhattan,Midtown,40.76301,-73.98005,Private room,175,7,6,2022-11-04,0.30,2,282,4,
28644822,Home of the artists,162974717,Samantha,Brooklyn,Prospect-Lefferts Gardens,40.65663,-73.95916,Private room,85,3,34,2023-01-02,0.63,1,178,11,
28782697,Charming Private Room 25 mins to Manhattan,215488365,Anna,Brooklyn,Crown Heights,40.67628,-73.9292,Private room,59,1,28,2023-02-18,2.39,4,339,28,
28647979,"Home For Medical Professionals - ""Tesla""",26377263,Stat,Brooklyn,East Flatbush,40.65284,-73.93788,Private room,65,6,3,2020-07-18,0.07,57,73,0,
28784319,"Coffe maker , microwave and fridge available",176406553,Gustavo,Queens,Jackson Heights,40.74818,-73.88576,Private room,80,30,0,,,1,0,0,
28992518,Private 1 Bedroom on Top Floor Apartment Building,218526982,Liz,Manhattan,Lower East Side,40.72122,-73.98829,Entire home/apt,175,30,11,2019-07-07,0.20,2,0,0,
28784880,*PRIVATE* Loft 5 minutes away from LaGuardia,65671256,Freddy,Queens,East Elmhurst,40.75791,-73.8601,Entire home/apt,110,1,295,2023-02-19,5.46,4,22,66,
29008272,ASTORIA ROOM  very nice with  Balcony N/W train,43194941,Marco,Queens,Astoria,40.76551,-73.91267,Private room,80,28,16,2021-08-15,0.30,2,13,0,
28658731,Gorgeous Bedroom in the heart of Bushwick,216235179,Sergii And Vlada,Brooklyn,Bushwick,40.70048,-73.91977,Private room,41,35,1,2019-05-04,0.02,5,332,0,
28785091,Brooklyn House at 443 Linden - Room 5 (Orange),216304678,Bryan,Brooklyn,East Flatbush,40.65405,-73.94332,Private room,85,30,2,2022-07-02,0.04,4,361,1,
28785361,4D · 4D · 4D · Large 2BED UN Location Full Kitchen,214347105,Beekman,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,592,3,21,2021-12-27,0.39,7,352,0,
28786315,Brooklyn House at 443 Linden Room 3(yellow),216304678,Bryan,Brooklyn,East Flatbush,40.65245,-73.94206,Private room,47,30,17,2022-11-05,0.32,4,361,3,
29008767,FT GREENE Studio (1BD FEEL): Near All Subways!,35594087,Shearly,Brooklyn,Fort Greene,40.68464,-73.97519,Entire home/apt,190,4,48,2022-09-10,0.92,1,281,4,
28786900,Brooklyn House at 443 linden Bedroom 4,216304678,Bryan,Brooklyn,East Flatbush,40.65239,-73.94354,Private room,65,30,3,2022-08-27,0.06,4,365,1,
29012259,AVery neat one bedroom.,8925493,Yvonne,Brooklyn,Bedford-Stuyvesant,40.68261,-73.91058,Private room,70,30,5,2022-07-31,0.10,2,179,1,
28660068,Bright Bedroom in the heart of Bushwick,216235179,Sergii And Vlada,Brooklyn,Bushwick,40.70048,-73.91977,Private room,42,35,2,2022-04-30,0.05,5,337,1,
28796546,Welcome Home To A Peaceful Home Away From Home,217189801,Sunnymello Homes,Brooklyn,Bushwick,40.68807,-73.91902,Entire home/apt,110,30,2,2022-12-23,0.58,1,154,2,
28660377,Beautiful room in the heart of Bushwick,216235179,Sergii And Vlada,Brooklyn,Bushwick,40.70048,-73.91977,Private room,43,35,4,2022-12-31,0.08,5,340,1,
29015079,"Sunny, Modern Williamsburg Condo Steps from Train",218689235,John,Brooklyn,Williamsburg,40.71557,-73.95039,Entire home/apt,130,30,51,2023-01-02,1.00,1,67,4,
29016112,Cozy Apt Close To Manhattan with FREE parking,216641760,Jamie,Queens,Jackson Heights,40.75337,-73.87612,Entire home/apt,111,3,147,2023-02-27,2.78,3,323,39,
28803718,Art and Plant Filled Private Room,62776991,Cem,Brooklyn,Sunset Park,40.66366,-73.99451,Private room,65,30,7,2019-10-28,0.14,1,0,0,
29016146,Ex-Large 2 Bedroom Apartment Harlem Delight!,218680572,Curtiss,Manhattan,Harlem,40.80797,-73.94865,Entire home/apt,149,30,26,2022-10-31,0.51,1,174,4,
28662766,Brooklyn House,216263564,Evens,Brooklyn,East New York,40.66641,-73.88862,Private room,100,3,5,2018-12-12,0.09,1,365,0,
28809045,Financial District Apartment/ Room,46857976,Katherine,Manhattan,Financial District,40.71023,-74.00735,Private room,75,30,0,,,1,0,0,
28663593,WILLIAMSBURG LUXURY BUILDING (BEST LOCATION),216091157,Sofia,Brooklyn,Williamsburg,40.7214,-73.95391,Entire home/apt,240,30,5,2018-12-09,0.09,1,0,0,
29016907,Queens home in quiet neighborhood Room 2,155152907,Anthony,Queens,St. Albans,40.70609,-73.76185,Private room,55,2,34,2022-11-20,0.64,2,262,11,
28811035,New York House,217293060,Mohan,Manhattan,Greenwich Village,40.73271,-73.99617,Entire home/apt,150,90,0,,,3,0,0,
29025649,"Spacious, Cozy, ENTIRE One Bedroom Apartment",57699301,Irina,Brooklyn,Sunset Park,40.63915,-74.01859,Entire home/apt,90,30,9,2023-01-27,0.18,1,34,4,
28664899,Large & Lively Noho Studio in the heart of it all!,216277741,Alvin,Manhattan,Greenwich Village,40.73079,-73.99282,Entire home/apt,159,1,48,2023-02-12,0.89,1,5,25,
29119411,Cozy Studio Alcove in the heart of East Village!!,56648414,Anique,Manhattan,East Village,40.72774,-73.98792,Entire home/apt,93,30,14,2020-01-05,0.26,1,0,0,
29124414,Sunny & spacious 2BR APT - ideal for WFH in NY.,19864547,Alexander,Brooklyn,Crown Heights,40.66509,-73.95076,Entire home/apt,90,21,18,2023-02-12,0.35,1,68,3,
29124476,Lovely private bedroom in Manhattan,20825054,Andres,Manhattan,Inwood,40.86616,-73.92336,Private room,67,2,177,2023-02-18,3.30,1,117,46,
28811363,Warm little oasis in Brooklyn with Full size bed,42561290,Carla,Brooklyn,East New York,40.6631,-73.86601,Private room,47,2,27,2023-01-04,0.53,3,358,16,
29025777,LOFT Studio Apt - Queen + Pull Out Couch - Deal,5563142,Brittany,Brooklyn,Bedford-Stuyvesant,40.67864,-73.9497,Entire home/apt,130,30,4,2020-01-01,0.07,1,0,0,
28812837,Charming Mid Century One Bedroom,21376165,Ellis,Brooklyn,Flatbush,40.63879,-73.96578,Entire home/apt,150,30,1,2018-10-28,0.02,1,0,0,
28831635,NYC Apartment - Upper East Side True 1 Bedroom,46641887,Zachary,Manhattan,Upper East Side,40.76696,-73.9563,Entire home/apt,97,180,6,2020-03-31,0.11,1,0,0,
29031435,Cozy sun-soaked bedroom in Harlem,6564232,Umar,Manhattan,Harlem,40.8167,-73.93746,Private room,70,30,3,2018-12-09,0.06,1,0,0,
28833807,Lovely apartment by Washington Square Park/SoHo,1593922,Isabel,Manhattan,Greenwich Village,40.73011,-73.99855,Entire home/apt,109,30,11,2023-01-27,0.47,1,239,5,
29031768,ROOM Astoria 8 min to NWR train nice Neighborhood,203231204,Marco,Queens,Astoria,40.76476,-73.91302,Private room,105,30,2,2018-12-02,0.04,1,0,0,
28834703,"Beautiful, Private Brownstone Entire  Floor.",217432173,Dan,Brooklyn,Bedford-Stuyvesant,40.68169,-73.94342,Entire home/apt,256,2,344,2023-03-05,6.38,1,263,80,
29034966,Modern Brooklyn Studio One Block From B-Train,145002203,Bruno,Brooklyn,Brighton Beach,40.5785,-73.96345,Entire home/apt,95,1,246,2023-01-24,4.60,3,86,30,
28835678,Charming and cozy one-bedroom on Upper West Side,94395484,Rosemarie,Manhattan,Morningside Heights,40.81487,-73.95873,Entire home/apt,110,30,5,2019-02-24,0.09,1,0,0,
29125304,entire house in staten island 2 bedroom,189100218,Amir,Staten Island,Rosebank,40.61184,-74.07593,Entire home/apt,250,3,3,2022-11-28,0.64,1,90,3,
28838614,Sunny one bedroom renovated apartment,73638523,Stephany,Queens,Queens Village,40.72122,-73.75003,Entire home/apt,80,30,61,2022-11-30,1.14,1,339,1,
29125444,Cozy 1 bedroom in Murray Hill.,52083976,Kevin,Manhattan,Murray Hill,40.74467,-73.97461,Entire home/apt,100,30,0,,,1,0,0,
29036763,"15 minutes to Manhattan, Times square",147269347,Chad,Queens,Long Island City,40.75431,-73.91886,Private room,58,30,2,2019-07-07,0.04,1,364,0,
28838673,Luxury Brownstone living in the heart of Brooklyn,290055,Julian,Brooklyn,Bedford-Stuyvesant,40.68501,-73.93801,Entire home/apt,371,4,194,2023-01-19,3.59,1,80,55,
28838875,Charming 2 Bedroom Apartment in Ideal Location,1228328,Hedda,Brooklyn,Vinegar Hill,40.6988,-73.98518,Entire home/apt,257,30,9,2019-08-26,0.17,1,0,0,
29037588,Spacious Apartment Located By Central Park,212697613,Jon,Manhattan,Upper West Side,40.78811,-73.96874,Entire home/apt,175,30,34,2019-12-28,0.64,1,0,0,
28840281,Cozy Bensonhurst Room,66231678,Patricia,Brooklyn,Bensonhurst,40.6073,-73.99184,Private room,68,30,1,2018-09-27,0.02,1,0,0,
29038532,Cozy Nest in the heart of Williamsburg Brooklyn,182306283,Noriko,Brooklyn,Williamsburg,40.71206,-73.95125,Entire home/apt,90,2,89,2020-12-22,1.69,1,0,0,
29126674,"HUGE Art-Loft Warehouse in Bushwick, Brooklyn",5759665,Cristóbal,Brooklyn,Bushwick,40.70748,-73.92192,Entire home/apt,200,3,13,2021-11-12,0.24,1,0,0,
29131447,Upper East Side room with full size bed,216944902,Janna,Manhattan,East Harlem,40.79065,-73.94699,Private room,89,30,6,2018-12-02,0.11,1,0,0,
28843143,New York City Private bedroom and shared bath,216917414,Ramon,Manhattan,Washington Heights,40.84957,-73.94124,Private room,56,31,16,2018-12-27,0.30,2,0,0,
29135220,Parisian Style Apartment in Heart of Brooklyn,32830245,Dora,Brooklyn,Prospect Heights,40.67907,-73.97312,Entire home/apt,180,30,10,2019-09-01,0.19,1,0,0,
28849818,"E. Village 1BR, Gym, Doorman, Rooftop",107434423,Blueground,Manhattan,East Village,40.72209,-73.98487,Entire home/apt,482,31,0,,,526,33,0,
29144832,Luxurious home in the sky overlooking 5th Ave.,214270886,Maka,Manhattan,Midtown,40.75096,-73.98123,Entire home/apt,300,30,10,2019-02-01,0.19,1,0,0,
29038655,"Small Cozy Room in Astoria, Queens",6586697,Yasha,Queens,Astoria,40.76678,-73.91058,Private room,80,7,30,2022-11-02,0.56,3,88,8,
29039647,"ENJOY MANHATTAN
NEAR TO YANKE STADIUM",143052745,Ociel,Bronx,Mott Haven,40.80983,-73.92184,Entire home/apt,250,2,68,2023-01-02,1.26,9,290,18,
28859648,Spacious room in a Beautiful house,217591735,Alison,Brooklyn,Williamsburg,40.70786,-73.93756,Private room,115,7,4,2019-04-28,0.07,2,88,0,
29041626,Cosy room with Queen bed,27084741,Paul,Queens,Woodside,40.74589,-73.91132,Private room,90,30,3,2019-09-03,0.06,2,179,0,
29054423,Spacious private bedroom near to subway,79499558,Robertina,Queens,Jackson Heights,40.75278,-73.88267,Private room,73,4,61,2022-05-04,1.14,4,59,4,
29148293,East Village Studio,11021180,Sheila,Manhattan,East Village,40.72927,-73.98584,Entire home/apt,200,4,48,2023-02-23,0.90,1,19,36,
29148550,Luxurious Apt Best Finishes & Location,61391963,Stay With Vibe,Manhattan,Kips Bay,40.74427,-73.98084,Entire home/apt,99,30,15,2023-02-01,0.33,124,340,4,
29149377,Luxury on the park. Elivator Doorman Building,7117383,Renata,Manhattan,East Village,40.72545,-73.97975,Entire home/apt,250,30,2,2019-01-06,0.04,1,102,0,
28867268,Spacious Room in well Loved East Williamsburg Home,26880156,Patrick,Brooklyn,Bushwick,40.7052,-73.92736,Private room,50,30,5,2019-11-04,0.09,1,0,0,
29149612,Cute Private Room in Astoria Duplex,21030441,Nathalie,Queens,Astoria,40.76677,-73.91385,Private room,55,3,43,2020-11-08,0.85,1,0,0,
29054576,New York on the Ocean,30895980,Elena,Brooklyn,Brighton Beach,40.57476,-73.9562,Entire home/apt,160,30,24,2020-08-26,0.46,3,364,0,
29054973,Beautiful Apartment for 2 in NYC w Washer/Dryer,188741104,Susan,Manhattan,Harlem,40.80826,-73.9416,Entire home/apt,150,31,57,2020-09-07,1.07,2,365,0,
28867577,Large Studio Apartment in Historic Brownstone,216734225,Erica,Manhattan,Harlem,40.81296,-73.94804,Entire home/apt,149,5,100,2023-02-24,1.86,1,68,24,
29056566,Pretty Williamsburg Loft,169467786,Jovenne Naldrey,Brooklyn,Williamsburg,40.7106,-73.96082,Entire home/apt,221,1,35,2020-04-21,0.75,1,0,0,
29152320,Gem of East New York,219347424,Adonna,Brooklyn,East New York,40.66657,-73.87338,Entire home/apt,107,2,35,2023-01-01,0.66,2,81,3,
28872377,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81197,-73.88926,Private room,45,30,11,2022-10-01,0.21,6,362,2,
29153170,Nicely decorated apt with amazing private rooftop!,219678120,Jean,Brooklyn,Crown Heights,40.67495,-73.92084,Entire home/apt,180,365,35,2020-07-13,0.67,1,0,0,
29058075,Quaint Bedroom in Forest Hills,1609077,Nadia,Queens,Forest Hills,40.71257,-73.84309,Private room,223,2,4,2023-01-02,0.08,5,365,1,
28888147,NEW Lofty 1bedroom UpperEast Side,43825799,Anthony,Manhattan,Upper East Side,40.76076,-73.9621,Entire home/apt,235,30,65,2020-01-01,1.22,1,37,0,
29155895,Heart of Manhattan,219700887,Diane,Manhattan,East Village,40.72324,-73.98283,Entire home/apt,235,2,130,2023-01-16,2.46,1,96,42,
28891043,☆New renovated apartment in Jackson Heights☆,19303369,Hiroki,Queens,Jackson Heights,40.74908,-73.89389,Entire home/apt,139,1,41,2023-01-16,0.80,207,24,20,
29158689,Brooklyn APT in heart of urban NYC hustle & bustle,41209536,Andrew,Brooklyn,Bedford-Stuyvesant,40.69735,-73.93714,Entire home/apt,350,4,57,2023-01-04,1.08,1,58,13,
28891434,"Garden Lovely, Clean & Cozy 2 Bedrooms",217793924,NY Blue House,Brooklyn,Crown Heights,40.67364,-73.93575,Entire home/apt,154,3,170,2023-02-26,3.17,1,74,43,
29165823,Sunny Newly Renovated Private Room - Bed-Stuy,219785279,Uchenna,Brooklyn,Bedford-Stuyvesant,40.68263,-73.95307,Private room,102,2,43,2022-05-04,0.82,1,0,4,
29058736,Sunny and Colorful Room in Bushwick,142833006,Cj,Brooklyn,Bushwick,40.70579,-73.92039,Private room,79,2,43,2023-03-02,0.82,1,32,41,
29074233,Beautiful piano Brooklyn condo overlooking park,49745989,Meir,Brooklyn,Crown Heights,40.67174,-73.94406,Entire home/apt,109,1,229,2023-02-19,4.49,1,13,55,
28891558,400sqft HUGEroom  2min expresstrain & 1min LIRR,19303369,Hiroki,Queens,Woodside,40.74465,-73.905,Private room,34,30,7,2022-09-07,0.14,207,56,1,
29076107,The Soul Sanctuary: Goddess Room,167007852,Annette,Queens,Ditmars Steinway,40.77874,-73.91045,Private room,45,30,0,,,1,60,0,
29167257,Multicultural House II,203123161,Luis,Bronx,Concourse,40.82124,-73.92913,Entire home/apt,150,3,133,2023-01-05,2.58,1,259,33,
28896148,Joseph & Julia Guest Room #2,217621677,Joseph,Queens,Jamaica,40.68707,-73.77549,Private room,65,1,33,2021-12-30,0.61,4,0,0,
29168569,"Home For Medical Professionals - ""Macula""",26377263,Stat,Brooklyn,East Flatbush,40.65374,-73.93608,Private room,61,6,5,2022-11-12,0.19,57,304,2,
29077027,Cozy Bushwick Apt w/ PRIVATE backyard near L Train,13832446,Ryan,Brooklyn,Bushwick,40.70568,-73.92542,Entire home/apt,135,4,5,2021-08-07,0.09,1,0,0,
28896237,"Sunlight, comfort, & Brooklyn charm near the Park",96379938,Alexander,Brooklyn,East Flatbush,40.6525,-73.94806,Private room,119,2,23,2020-05-23,0.43,2,0,0,
29170235,"Home For Medical Professionals - ""Palatine""",26377263,Stat,Brooklyn,East Flatbush,40.65211,-73.93761,Private room,61,6,3,2022-04-02,0.17,57,278,1,
28897533,"Newly built Apt in 2015, 3min to Subway",204704622,Momoyo,Queens,Elmhurst,40.74068,-73.87688,Private room,30,30,5,2022-10-22,0.10,178,0,2,
29079293,Deluxe pied-à-terre in Carroll Gdns carriage hse,48806776,Amanda,Brooklyn,Carroll Gardens,40.67931,-73.99323,Entire home/apt,229,2,167,2023-02-27,3.25,1,8,64,
29080980,420 bklyn favorite spot near train 30 min manhatan,94214493,Dadrine,Brooklyn,East Flatbush,40.65447,-73.91683,Private room,80,1,1,2023-03-04,1,19,365,1,
28897932,Joseph & Julia Guest Room #3,217621677,Joseph,Queens,Jamaica,40.68707,-73.77549,Private room,60,1,51,2021-11-25,0.95,4,0,0,
29170953,"Room in 3BR1BA Apt, 1st Flr mins >J line Halsey St",137358866,Kaz,Brooklyn,Bushwick,40.69207,-73.91186,Private room,71,30,6,2022-10-31,0.14,124,339,1,
28901045,Master Suite w/Private Bath & Balcony,2065453,Ora,Brooklyn,Crown Heights,40.67598,-73.95483,Private room,65,2,10,2020-02-18,0.19,1,0,0,
29081288,Great home stay in bklyn,94214493,Dadrine,Brooklyn,East Flatbush,40.6549,-73.9171,Private room,90,1,1,2019-06-02,0.02,19,364,0,
28901091,peaceful Fort Greene treetop retreat,171212377,Lali,Brooklyn,Fort Greene,40.68844,-73.97865,Entire home/apt,211,3,158,2023-03-05,2.94,1,72,39,
28901111,Bensonhurst,209768607,Amrane,Brooklyn,Bensonhurst,40.61228,-74.00691,Entire home/apt,80,30,0,,,1,0,0,
29082734,Sublet - Queen size bedroom in Bushwick,104351616,Ben,Brooklyn,Bushwick,40.70045,-73.92945,Private room,50,30,0,,,1,0,0,
29176205,Studio in Midtown East,63896964,Michelle,Manhattan,Midtown,40.753,-73.97065,Entire home/apt,148,30,0,,,1,0,0,
28908658,Small Reasonable stay in NYC 3min Subway Grand Ave,204704622,Momoyo,Queens,Elmhurst,40.74004,-73.87755,Private room,29,30,2,2020-04-01,0.04,178,0,0,
29083751,PRIME LOCATION CLEAN SOHO MODERN APT 2 BEDROOM,26860800,Jonathan,Manhattan,SoHo,40.72739,-74.00166,Private room,271,30,33,2019-09-25,0.61,1,0,0,
28910248,"Private Studio+Bath+Balcony, 15 mins to Manhattan",217844544,Mia,Brooklyn,Bushwick,40.69236,-73.92596,Private room,122,5,258,2023-02-20,4.79,2,107,50,
29180542,Newly renovated duplex home in Central Harlem,219879114,Tricia,Manhattan,Harlem,40.81309,-73.94357,Entire home/apt,290,2,81,2022-12-04,1.53,1,118,14,
28910899,"Private room in large, central Nolita penthouse!",153154549,Sarah,Manhattan,Nolita,40.72314,-73.99321,Private room,140,30,2,2018-10-15,0.04,1,0,0,
29181179,Charming  Studio Apartment at East Harlem.,37736307,Rafael,Manhattan,East Harlem,40.78666,-73.9488,Private room,120,3,27,2022-12-22,0.51,1,11,7,
29089752,Beautiful Loft Style Apartment,7659349,Marta,Brooklyn,Fort Hamilton,40.61882,-74.03266,Private room,99,2,0,,,2,88,0,
29336346,The Best—Modern & Convenient Apt 3min to Subway,15872365,Daniel,Queens,Astoria,40.76469,-73.91728,Entire home/apt,192,6,84,2023-02-21,1.58,1,23,30,
29093302,Cozy quiet private room,41939513,Cynthia,Manhattan,Harlem,40.79908,-73.95426,Private room,88,30,3,2018-12-09,0.06,1,0,0,
29095078,Beautiful room in Sunset Park,10220753,Kirstie,Brooklyn,Sunset Park,40.65163,-74.01279,Private room,65,30,9,2019-05-02,0.17,2,0,0,
29181449,Double Bedroom in BedStuy/Clinton Hill/Fort Greene,186349150,Kit,Brooklyn,Bedford-Stuyvesant,40.68888,-73.95248,Private room,53,30,3,2018-11-12,0.06,1,0,0,
29336922,LUXURY 2BR CONDO APT IN THE HEART OF BROOKLYN,217568399,Kelly,Brooklyn,Bath Beach,40.60182,-73.99774,Entire home/apt,120,30,13,2019-01-02,0.25,1,0,0,
29183581,Little Italy Sunny 2 Bedroom,116976293,Christopher,Manhattan,Little Italy,40.71959,-73.99794,Entire home/apt,204,30,0,,,1,0,0,
29184419,"20 minutes from Manhattan, 1 block from subway",492457,Jay,Queens,Woodside,40.74483,-73.90221,Private room,70,30,26,2021-08-14,0.49,4,364,0,
29095217,Charming Brooklyn 2 Bedroom 1 Bath Apartment,24738407,Matthew,Brooklyn,East Flatbush,40.63711,-73.94912,Entire home/apt,105,30,71,2023-02-12,1.35,2,165,6,
29097472,Unique modern apartment & private entrance & deck,157397904,Kimbe,Brooklyn,Williamsburg,40.71682,-73.96493,Entire home/apt,375,30,7,2022-04-01,0.15,1,28,1,
29338253,Home away from home,221022609,Lexus,Brooklyn,Flatlands,40.6326,-73.93195,Private room,45,30,0,,,1,0,0,
29100541,COVID-Safe: Private Room & Entry,22175061,Suket,Queens,Forest Hills,40.7196,-73.85427,Entire home/apt,95,2,215,2023-02-05,4.02,2,18,49,
29184626,Modern Bright Private Entry 3min to TRAIN near JFK,89680730,Terry,Brooklyn,Brownsville,40.66213,-73.91827,Private room,76,2,143,2023-01-07,3.05,3,148,28,
29338399,Private floor in Soho Loft with 11ft ceilings,102542851,Nathan,Manhattan,SoHo,40.72541,-74.00541,Private room,109,30,0,,,1,0,0,
29202087,Modern WBurg Castle in w/ Park & Skyline Views,8917825,Jordan,Brooklyn,Greenpoint,40.71905,-73.95272,Entire home/apt,205,30,11,2019-02-01,0.21,1,0,0,
29203530,Single special,24000784,Robert,Brooklyn,Sunset Park,40.64564,-74.01245,Entire home/apt,50,30,12,2022-06-18,0.31,2,32,1,
29203845,Chic & Charming Brownstone Apartment 2 Bed,3849025,Ana,Brooklyn,Bedford-Stuyvesant,40.69541,-73.94572,Entire home/apt,206,5,62,2023-02-24,1.17,1,152,28,
29102760,East Elmhurst  Rear Walk-in Masterbedroom,219333557,Rafael,Queens,East Elmhurst,40.76088,-73.86886,Private room,51,1,85,2023-02-03,1.67,3,57,22,
29338559,Cozy Room for Rent very close to Manhattan,4666670,Jeanny,Queens,Astoria,40.77108,-73.92052,Private room,80,30,16,2022-06-21,0.30,2,363,1,
29340028,Private and cozy bedroom near Central Park.,14804867,Eddy,Manhattan,Upper East Side,40.76755,-73.9541,Private room,106,7,6,2022-09-15,0.15,3,2,3,
29103450,Beautiful cosy room in a Luxury Building,59204717,Chantou,Brooklyn,Bedford-Stuyvesant,40.68943,-73.95109,Private room,77,30,3,2019-01-02,0.06,1,0,0,
29205817,Little Safe Haven,220055820,Lillian,Manhattan,Harlem,40.82599,-73.94217,Private room,57,4,101,2023-02-25,1.90,1,39,41,
29341918,Perfect location UWS private room private bath,218272490,Miki,Manhattan,Upper West Side,40.78084,-73.98099,Private room,145,30,33,2019-11-29,0.62,1,0,0,
29213886,Charming NEW Nordic Style studio apartment,7956889,K,Brooklyn,Bushwick,40.68873,-73.91524,Entire home/apt,110,30,7,2021-12-17,0.14,1,0,0,
29214672,Beautiful spacious apt in the heart of Bushwick,7638924,Ioana,Brooklyn,Bushwick,40.70624,-73.91769,Entire home/apt,130,30,0,,,1,0,0,
29104053,Gem of East New York,219347424,Adonna,Brooklyn,East New York,40.66578,-73.87536,Private room,98,2,3,2023-01-02,0.06,2,359,2,
29351570,Quiet  Artist  2 BEDROOMs In  east village NYC,1810885,Alex,Manhattan,East Village,40.7266,-73.97914,Shared room,130,30,10,2021-08-05,0.20,3,350,0,
29215351,Private!  Entire loft near the waterfront!,220121415,Min,Brooklyn,Williamsburg,40.70754,-73.96556,Entire home/apt,197,3,112,2023-02-13,2.11,1,119,32,
29215541,Private Apartment,219502160,Aneel,Queens,Ozone Park,40.6808,-73.85489,Entire home/apt,135,30,4,2019-10-20,0.08,1,0,0,
29356679,Private Room that’s comfortable and convenient,134170699,Rafael,Queens,Elmhurst,40.73572,-73.87828,Private room,69,3,45,2022-12-19,0.98,2,72,22,
29105563,Charming Brooklyn 1 Bed 1 Bath Apartment,24738407,Matthew,Brooklyn,East Flatbush,40.63753,-73.95038,Entire home/apt,95,30,44,2022-12-15,0.83,2,120,4,
29359092,Sweet room,217159080,Illias,Queens,Elmhurst,40.74257,-73.88363,Private room,48,30,94,2022-06-03,1.77,1,58,1,
29107308,"Cozy, Sunny Bedroom near Times Square/hk",67186748,Travis,Manhattan,Hell's Kitchen,40.7592,-73.99409,Private room,195,1,4,2018-12-16,0.07,1,0,0,
29216706,BestMove new cozy 1 BDRM near JFK & Casino NYC LGA,220129825,Carlton,Queens,Jamaica,40.67265,-73.78085,Private room,88,1,315,2023-01-14,5.99,1,93,88,
29364445,Lil A's Place- 60 SECONDS to Subway!!Stay Safe,220479551,Betty,Queens,Astoria,40.75612,-73.91653,Private room,129,2,10,2019-10-28,0.20,1,10,0,
29220437,Brooklyn home with character &  convenience,213251818,Debora,Brooklyn,Crown Heights,40.66898,-73.9232,Entire home/apt,110,3,121,2023-02-27,2.29,1,153,25,
29225417,"UWS 1BR w/ Stunning Gym, Doorman & Rooftop",107434423,Blueground,Manhattan,Upper West Side,40.78986,-73.97314,Entire home/apt,319,31,1,2019-01-31,0.02,526,174,0,
29117643,Hispanic Cultured NYC 2.0,165607672,Mariela,Bronx,Fordham,40.85651,-73.90443,Private room,49,4,56,2022-12-25,1.05,3,94,6,
29117696,Art-filled oasis in Manhattan,881578,Courtney,Manhattan,Harlem,40.81209,-73.94593,Entire home/apt,77,30,0,,,1,29,0,
29367388,UES private bedroom in shared apartment,17272284,Geoffrey,Manhattan,Upper East Side,40.76536,-73.95851,Private room,98,1,12,2020-02-16,0.25,2,0,0,
29584983,Large quiet bedroom near williamsburg bridge,53413881,Donald,Brooklyn,Williamsburg,40.70741,-73.95418,Private room,55,30,4,2019-05-30,0.08,1,0,0,
29381358,Spacious 1 Bed (FURNISHED!) Hudson Yards Sublet,221343982,Christina,Manhattan,Chelsea,40.75208,-73.9968,Private room,165,45,0,,,1,0,0,
29585551,Bushwick Brooklyn Grand Bedroom,131476075,Lakisha,Brooklyn,Bushwick,40.68554,-73.91362,Private room,64,1,95,2022-12-31,1.79,8,180,27,
29586511,Large Bright Room with En-Suite Bathroom,260537,Michelle,Manhattan,Harlem,40.8103,-73.94372,Private room,118,30,49,2023-01-06,1.11,3,54,8,
29230227,Sun-Filled Apartment in Trendy Bed-Stuy!,1735342,Jessica,Brooklyn,Bedford-Stuyvesant,40.682545,-73.945061,Entire home/apt,225,30,14,2023-01-02,0.26,1,122,12,
29231943,Private Room in a Quaint 2bd/1ba w/ TERRACE!!!,7556128,N.L.,Manhattan,East Village,40.72917,-73.98278,Private room,157,30,3,2019-10-06,0.06,1,0,0,
29232638,Fulton Inn,167636238,Qusuquzah,Brooklyn,Cypress Hills,40.68078,-73.88298,Entire home/apt,144,1,1,2018-12-16,0.02,3,180,0,
29384622,Private Sun-Splashed Studio Chelsea,221366300,Casey,Manhattan,Chelsea,40.74282,-73.99835,Entire home/apt,100,30,57,2020-03-16,1.10,1,0,0,
29234058,Astoria 30th Avenue cosy place,169808541,Mary,Queens,Astoria,40.76596,-73.91797,Private room,70,30,0,,,1,0,0,
29385308,Brownstone Studio,221371129,Denise,Brooklyn,Carroll Gardens,40.67771,-74.00006,Entire home/apt,160,30,11,2022-11-25,0.21,1,93,1,
29385994,High ceiling East Village private room,20170845,Giac,Manhattan,East Village,40.72275,-73.97972,Private room,105,1,72,2023-02-18,1.46,2,20,58,
