id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2595,Skylit Midtown Castle,2845,Jennifer,Manhattan,Midtown,40.75356,-73.98559,Entire home/apt,150,30,49,2022-06-21,0.30,3,314,1,
5121,BlissArtsSpace!,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512,Private room,60,30,50,2019-12-02,0.30,2,365,0,
5203,Cozy Clean Guest Room - Family Apt,7490,MaryEllen,Manhattan,Upper West Side,40.8038,-73.96751,Private room,75,2,118,2017-07-21,0.72,1,0,0,
5178,Large Furnished Room Near B'way　,8967,Shunichi,Manhattan,Midtown,40.76457,-73.98317,Private room,68,2,575,2023-02-19,3.41,1,106,52,
5136,"Large Sunny Brooklyn Duplex, Patio + Garden",7378,Rebecca,Brooklyn,Sunset Park,40.66265,-73.99454,Entire home/apt,275,60,3,2022-08-10,0.03,1,181,1,
29628,"Comfortable, Sunny Room",127608,Chris,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,93,3,350,2023-02-27,2.25,1,145,48,
5586,Rooftop Deck/City Views. Great Apt,8526,Susan,Manhattan,Upper East Side,40.76076,-73.96156,Entire home/apt,295,4,45,2022-10-03,0.27,1,1,4,
5803,"Lovely, Cozy, Room 1, BEST AREA; Legal Rental",9744,Laurie,Brooklyn,South Slope,40.66801,-73.98784,Private room,124,3,223,2023-02-13,1.32,3,164,17,
31130,Most Central Location!,117287,Lara Nicole,Manhattan,Hell's Kitchen,40.7672,-73.98464,Private room,200,1,68,2021-10-01,0.44,4,310,0,
6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,Brooklyn,Williamsburg,40.70935,-73.95342,Entire home/apt,81,30,189,2023-02-04,1.13,1,207,5,
6872,Uptown Sanctuary w/ Private Bath (Month to Month),16104,Kae,Manhattan,East Harlem,40.80107,-73.94255,Private room,65,30,1,2022-06-05,0.11,2,204,1,
67288,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,40.79544,-73.94836,Entire home/apt,250,28,47,2022-12-14,0.37,1,81,9,
31555,Luminous Beautiful West Village Studio,135619,Tom,Manhattan,West Village,40.73405,-74.00281,Entire home/apt,120,30,32,2021-03-27,0.22,1,0,0,
67299,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,Brooklyn,Williamsburg,40.71516,-73.96448,Entire home/apt,160,30,74,2022-06-26,0.51,1,77,1,
31902,Sanctuary in East Flatbush,137292,Sunder,Brooklyn,East Flatbush,40.6327,-73.93184,Private room,80,30,4,2019-10-14,0.03,1,0,0,
68253,Room in the heart of Astoria,67730,Boris,Queens,Astoria,40.76336,-73.92099,Private room,55,30,0,,,1,0,0,
6990,UES Beautiful Blue Room,16800,Cyn,Manhattan,East Harlem,40.78778,-73.94759,Private room,62,30,243,2023-01-01,1.49,1,249,7,
31994,Room with En Suite Bathroom & Deck,137814,Waldemar,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,100,2,532,2023-01-31,3.45,2,289,31,
32037,Huge Private  Floor at The Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,139,30,93,2022-11-02,0.61,1,364,1,
7064,"Amazing location! Wburg. Large, bright & tranquil",17297,Joelle,Brooklyn,Williamsburg,40.71248,-73.95881,Private room,95,7,13,2022-09-12,0.09,2,0,4,
68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,40.78846,-73.97459,Entire home/apt,215,14,36,2022-10-30,0.26,1,184,2,
68900,Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,40.73094,-73.95484,Private room,100,30,7,2019-10-26,0.07,1,362,0,
33009,Retreat in Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,195,30,291,2022-12-11,1.89,1,92,14,
68974,Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Nolita,40.72,-73.99487,Entire home/apt,596,2,236,2022-10-31,1.61,1,21,10,
7097,"Perfect for Your Parents: 1000sqft, Privacy, Patio",17571,Jane,Brooklyn,Fort Greene,40.691233,-73.972702,Private room,205,2,323,2023-01-01,2.02,2,307,36,
33156,"Sunny, Clean Zen Home w pr.Bath",128669,Alex,Manhattan,Upper West Side,40.78763,-73.96862,Entire home/apt,139,120,20,2020-10-14,0.14,1,0,0,
7801,Sweet and Spacious Brooklyn Loft,21207,Chaya,Brooklyn,Williamsburg,40.71778,-73.9568,Entire home/apt,395,30,9,2011-12-28,0.05,1,365,0,
36121,Lg Rm in Historic Prospect Heights,62165,Michael,Brooklyn,Prospect Heights,40.67376,-73.96611,Private room,95,90,9,2013-05-10,0.06,1,174,0,
69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.77845,-73.98295,Entire home/apt,160,30,63,2023-02-04,0.48,1,67,5,
36647,"Private Bedroom/Bathroom, Elevator Apartment",157798,Irene,Manhattan,East Harlem,40.79128,-73.94125,Private room,82,7,73,2023-01-25,0.48,1,267,37,
71010,"All That Jazz: Bed, Book & Beyond",361855,Kurt,Manhattan,Washington Heights,40.83403,-73.93951,Entire home/apt,332,4,40,2023-01-23,0.34,2,309,5,
8490,"Maison des Sirenes1,bohemian, luminous apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93839,Entire home/apt,127,2,173,2023-01-22,1.05,2,288,27,
9357,Midtown Pied-a-terre,30193,Tommi,Manhattan,Hell's Kitchen,40.76724,-73.98664,Entire home/apt,175,30,58,2017-08-13,0.35,1,0,0,
36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,Manhattan,West Village,40.73271,-74.00367,Entire home/apt,200,45,143,2023-02-25,0.93,1,186,5,
36934,Great location in Williamsburg,159370,Viviana,Brooklyn,Williamsburg,40.71371,-73.96203,Entire home/apt,150,6,29,2023-02-11,0.19,1,33,2,
38663,Luxury Brownstone in Boerum Hill,165789,Sarah,Brooklyn,Boerum Hill,40.68442,-73.98068,Entire home/apt,900,3,42,2022-12-30,0.32,1,212,12,
9704,Spacious 1 bedroom in luxe building,32045,Teri,Manhattan,Harlem,40.81317,-73.95465,Private room,55,30,98,2020-03-14,0.92,1,190,0,
10452,Large B&B Style rooms,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,90,30,82,2022-09-22,0.52,5,241,3,
71248,Bright and lovely 1-bdrm LES apt w/ balcony,363834,Jennifer,Manhattan,Chinatown,40.7159,-73.99156,Entire home/apt,107,15,60,2023-01-28,0.41,1,26,4,
71366,Beautiful One Bed West Village - Monthy Special,364955,Ruperto,Manhattan,Greenwich Village,40.72997,-74.00196,Entire home/apt,200,30,45,2023-02-11,0.34,1,202,2,
38833,Spectacular West Harlem Garden Apt,166532,Matthew,Manhattan,Harlem,40.81800842285156,-73.94669342041016,Entire home/apt,99,7,156,2023-02-22,1.02,1,74,2,
39282,“Work-from-home” from OUR home.,168525,Gus,Brooklyn,Williamsburg,40.71065139770508,-73.95087432861328,Private room,150,4,251,2022-12-12,1.64,2,14,14,
71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,40.72919,-73.95588,Entire home/apt,229,1,50,2014-05-13,0.34,1,0,0,
71812,Condo Apartment with Laundry and Assigned Parking,369015,Thai,Bronx,Kingsbridge,40.87069,-73.90113,Entire home/apt,90,30,15,2022-07-22,0.27,2,362,2,
10962,"Lovely Room 2 in BEST AREA; Legal Rental, Spotless",9744,Laurie,Brooklyn,South Slope,40.66692,-73.98981,Private room,124,4,222,2023-02-13,1.36,3,163,21,
11174,HUGE Artist Loft! Comfy! Light! Plants!,2556219,Erica,Brooklyn,Bushwick,40.70458,-73.91835,Entire home/apt,98,2,81,2023-02-17,0.50,1,4,7,
39572,1 br in a 2 br apt (Midtown West),169927,Hubert,Manhattan,Hell's Kitchen,40.76203,-73.98869,Private room,139,30,44,2019-01-03,0.29,2,187,0,
11943,Country space in the city,45445,Harriet,Brooklyn,Flatbush,40.63702,-73.96327,Private room,150,30,0,,,1,0,0,
39593,"A Lovely, Private place from July 13/2023 on",110506,Myung,Queens,Sunnyside,40.74523,-73.92318,Private room,78,30,30,2023-01-03,0.20,1,144,1,
12192,ENJOY Downtown NYC!,46978,Edward,Manhattan,East Village,40.72296,-73.98383,Private room,60,7,291,2022-12-23,1.79,2,43,24,
72190,1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,40.77743,-73.97691,Entire home/apt,110,30,37,2019-02-15,0.26,1,0,0,
39704,"Private, Large & Sunny 1BR w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,Entire home/apt,135,30,337,2019-12-12,2.21,2,0,0,
72265,"Private, Cozy 1-BR Railroad Flat in Greenpoint",340692,Vanessa,Brooklyn,Greenpoint,40.72744,-73.953,Private room,85,10,36,2022-09-05,0.29,1,0,1,
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,Queens,Long Island City,40.74757,-73.94571,Private room,164,3,355,2023-02-02,2.29,1,94,40,
42300,Beautiful Lower East Side Loft,184755,Koray,Manhattan,Lower East Side,40.71992,-73.99167,Entire home/apt,750,5,73,2022-11-28,0.48,1,114,8,
12940,Charming Brownstone 3 - Near PRATT,50148,Adreinne,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,125,30,74,2022-11-30,0.46,1,156,2,
74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,40.80834,-73.94075,Entire home/apt,80,30,40,2022-11-23,0.29,2,310,4,
42729,House On Henry (Carroll Gardens Living) Ste 2,11481,Annette,Brooklyn,Carroll Gardens,40.67813,-74.00062,Entire home/apt,202,4,200,2023-01-04,1.32,3,331,22,
74438,Luxury HiRise XL 1BR Skyline views,391553,James,Manhattan,Hell's Kitchen,40.75523,-73.99792,Entire home/apt,299,30,52,2014-11-18,0.36,1,365,0,
42882,New York room with a view,185978,Newyorkroomwithaview,Staten Island,St. George,40.64633,-74.08156,Private room,70,5,183,2023-01-01,1.27,1,237,7,
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40.77507,-73.93367,Entire home/apt,115,7,253,2023-02-13,1.77,1,243,21,
74821,Deluxe Harlem 2 Bedroom,394640,Keith,Manhattan,Harlem,40.80874,-73.94926,Entire home/apt,149,30,47,2019-01-03,0.33,1,90,0,
13808,Blue Room for 2 in Brownstone for $1350 monthly,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,94,1,187,2023-01-05,1.20,4,204,31,
14314,Greenpoint Place...Has It All!,56246,Jeanne,Brooklyn,Greenpoint,40.73535,-73.95584,Entire home/apt,129,30,179,2020-08-16,1.11,1,278,0,
43105,Studio 3 blocks from Empire State Building,188082,Thomas,Manhattan,Midtown,40.7449,-73.98499,Entire home/apt,185,30,4,2018-04-21,0.06,1,364,0,
14434,Private Bliss Art Space 2,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94976,Private room,70,30,60,2022-06-01,0.38,2,363,1,
74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,75,30,3,2019-10-30,0.02,1,0,0,
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,110,30,232,2022-09-05,1.53,2,365,1,
75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,40.71911,-73.98588,Entire home/apt,175,3,377,2023-02-25,2.58,1,134,55,
15341,* Nolita One Bedroom in Doorman Elevator Bldg *,60049,Ted,Manhattan,Lower East Side,40.721359,-73.993668,Entire home/apt,199,30,33,2022-09-21,0.29,1,158,3,
15385,"Very, very cozy place",60252,Cristina,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,85,5,52,2023-03-01,0.33,1,129,3,
44973,Creative South Williamsburg Studio,198411,Anastasia,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,107,30,127,2022-11-30,0.84,1,132,3,
15396,Sunny & Spacious Chelsea Apartment,60278,Petra,Manhattan,Chelsea,40.74493,-73.99521,Entire home/apt,400,90,5,2018-11-03,0.06,1,118,0,
16338,Large Room - Deck Access in Clinton Hill Best Area,63613,Patricia,Brooklyn,Clinton Hill,40.69121,-73.96804,Private room,55,30,31,2023-02-22,0.19,2,192,2,
77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,179,1,47,2023-03-04,0.32,30,136,9,
80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,40.722599029541016,-73.9854507446289,Private room,56,2,222,2023-02-19,1.53,1,75,24,
45542,Clean and Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,100,30,18,2018-12-17,0.33,1,0,0,
80684,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,429,1,11,2022-09-12,0.08,30,216,1,
80700,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,349,1,10,2022-10-22,0.07,30,216,3,
16580,"Sunny, Modern room in East Village!",64442,Reka,Manhattan,East Village,40.72489,-73.9781,Private room,105,1,492,2023-01-27,4.24,2,135,49,
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,65,2,368,2023-03-04,2.42,3,194,70,
16821,Large WFH Room in Amazing E. Village Apt (Room A),4396,Casey,Manhattan,East Village,40.72281,-73.98501,Private room,136,2,173,2023-02-16,1.35,2,14,29,
80924,Spacious 3 Bedroom Duplex in Park Slope,438133,Ellis,Brooklyn,Park Slope,40.67407,-73.98105,Entire home/apt,160,30,37,2020-02-18,0.33,2,33,0,
81739,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,349,1,2,2011-05-12,0.01,30,216,0,
45737,Amazing West Village Apt,203444,Dana,Manhattan,West Village,40.73948,-74.00504,Private room,64,30,25,2022-01-09,0.17,1,57,0,
45910,Beautiful Queens Brownstone! - 5BR,204539,Mark,Queens,Ridgewood,40.70309,-73.89963,Entire home/apt,425,30,13,2019-11-12,0.10,9,365,0,
82638,"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,40.72408,-73.98154,Entire home/apt,125,30,279,2023-01-28,1.93,1,335,4,
16974,SpaHa Loft: Enormous and Bright,65837,Robin,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,250,5,272,2023-02-16,1.70,1,39,33,
45935,Room in Beautiful Townhouse.,204586,L,Bronx,Mott Haven,40.80635,-73.92201,Private room,60,30,0,,,1,83,0,
17037,Lovely EV Artist's Home,66035,Anna,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,220,30,53,2020-03-18,0.34,1,125,0,
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,150,30,77,2022-12-31,0.88,1,192,4,
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,75,31,136,2023-01-07,0.92,2,24,5,
83243,Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,453519,Julian,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,73,30,256,2022-12-30,1.76,1,331,6,
46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,120,3,69,2022-12-15,0.46,3,278,11,
84010,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,179,1,26,2022-12-05,0.19,30,141,7,
17693,"HARLEM, NYC,STILL WELCOMES YOU!! xx",68428,Tye And Etienne,Manhattan,Washington Heights,40.83253,-73.94108,Private room,85,2,65,2022-10-22,0.86,2,363,5,
49048,B and B Style Rooms for Rent w bath,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,104,30,25,2023-01-29,0.17,5,264,3,
18152,Manhattan Room,69942,Victoria,Manhattan,Upper East Side,40.76967,-73.94831,Private room,200,30,148,2019-09-01,1.06,1,365,0,
50447,Lovely Home & Garden; BEST AREA; Legal; Spotless,9744,Laurie,Brooklyn,Gowanus,40.66913,-73.99041,Entire home/apt,154,5,234,2023-02-09,1.56,3,161,29,
18728,Beautiful Meatpacking District Loft,71876,DAVID And RICK,Manhattan,Chelsea,40.74261,-74.00353,Private room,195,4,235,2023-01-02,1.61,1,233,32,
86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,T,Manhattan,Lower East Side,40.71985,-73.98781,Entire home/apt,166,30,167,2022-12-08,1.16,1,0,1,
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,Manhattan,Upper East Side,40.77449,-73.95308,Private room,130,14,0,,,2,0,0,
89621,wonderful sleep 4,209460,Marylyn Palmer,Brooklyn,Crown Heights,40.67823,-73.94719,Entire home/apt,150,30,240,2022-06-15,1.70,4,365,2,
18961,Cozy Studio in Great Location!,70857,Fabian,Manhattan,Kips Bay,40.73808,-73.98001,Private room,95,30,1,2016-03-22,0.01,1,0,0,
19812,2 bedroom Williamsburg Apt - Bedford L stop,74857,Starlee,Brooklyn,Williamsburg,40.71802,-73.95724,Entire home/apt,105,30,61,2018-08-09,0.38,1,237,0,
52689,Sunny 2BR near subway & shops,244071,Litza,Queens,Ditmars Steinway,40.77868,-73.90652,Entire home/apt,169,3,54,2023-03-03,0.36,1,11,34,
20913,Charming 1 bed GR8 WBurg LOCATION!,79402,Christiana,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,80,30,168,2018-07-22,1.11,1,0,0,
92242,"Sunny, Authentic, Artsy, Downtown NYC East Village",496426,Mike,Manhattan,Lower East Side,40.71974,-73.98393,Entire home/apt,429,21,81,2017-12-22,0.56,1,179,0,
53469,cozy studio with parking spot,204539,Mark,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,130,30,33,2015-05-09,0.22,9,365,0,
93313,MAISON DES SIRENES 2,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817,Entire home/apt,129,2,150,2023-01-16,1.04,2,287,29,
21456,Light-filled classic Central Park,42032,Dana,Manhattan,Upper West Side,40.79936,-73.96155,Private room,88,30,85,2021-09-12,0.54,1,365,0,
53470,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70422,-73.89778,Entire home/apt,193,30,6,2015-10-08,0.04,9,365,0,
53477,3 floors of luxury!,204539,Mark,Queens,Middle Village,40.71778,-73.87714,Entire home/apt,350,30,16,2019-08-09,0.11,9,365,0,
21644,"Upper Manhattan, New York",82685,Elliott,Manhattan,Harlem,40.82782,-73.9473,Private room,99,30,3,2019-10-21,0.06,1,0,0,
54466,Beautiful Uptown Manhattan apartmnt,253385,Douglas,Manhattan,Harlem,40.80255,-73.95803,Private room,200,30,0,,,1,365,0,
21794,COZY QUIET monthly room 4 DOOGLERS!,83257,Olan,Manhattan,Chelsea,40.74187,-74.00223,Private room,85,30,36,2020-01-19,0.23,2,364,0,
23135,House On Henry (Carroll Gardens Living) Ste 3,11481,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,Entire home/apt,171,3,298,2022-12-29,1.91,3,351,22,
23686,private West Village design townhouse,93790,Ann,Manhattan,West Village,40.72961,-74.00308,Entire home/apt,650,5,59,2023-01-04,0.46,2,88,7,
94209,Large Sunny 1BR (Conv 2BR) Apt in Crown Heights Bk,503800,Peace,Brooklyn,Crown Heights,40.67654,-73.94629,Entire home/apt,100,1,44,2023-02-27,1.84,1,79,22,
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,135,30,145,2023-01-03,1.00,1,352,22,
98663,Groovy NYC Chelsea Pad,520279,Peter Michael,Manhattan,Chelsea,40.75077,-73.99657,Entire home/apt,150,30,19,2018-06-11,0.13,1,217,0,
54508,Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,Kathleen R.,Brooklyn,Park Slope,40.67908,-73.97405,Private room,95,2,154,2023-01-01,1.02,3,278,35,
54544,City Room - Private Penthouse Apt.,256161,Wayne,Manhattan,Harlem,40.81182,-73.94631,Entire home/apt,161,3,122,2020-01-03,0.82,4,306,0,
99085,Sunny Bklyn Jewel  Fort Greene,522164,Wanda,Brooklyn,Fort Greene,40.6867,-73.97469,Entire home/apt,125,30,30,2022-11-22,0.21,1,153,5,
24285,Beautiful Duplex Apartment,97797,Brandon,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,220,30,93,2022-08-09,0.60,1,261,1,
54694,(H) Great Deal/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,30,62,2018-01-01,0.41,3,0,0,
54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79934,-73.94236,Private room,125,5,277,2023-01-01,1.84,1,169,28,
25406,"Modern Brooklyn Apt., August sublet",105538,Erik,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,83,30,29,2018-05-26,0.25,1,0,0,
100186,Large Modern Park Slope 1BR,526805,Mi,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,130,30,117,2023-02-28,0.82,1,68,7,
55959,Work From Our Home w/ Loft,168525,Gus,Brooklyn,Williamsburg,40.71065,-73.95087,Private room,129,5,98,2023-01-29,0.84,2,16,5,
25696,"1,800 sq foot in luxury building",107628,Dena,Manhattan,Harlem,40.8104,-73.94309,Private room,100,1,190,2020-01-01,1.26,1,0,0,
55982,Cozy 2 br in sunny Fort Greene apt,264928,Sally,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,85,3,43,2023-01-01,0.29,1,3,5,
101053,Colorful Artistic Williamsburg Apt w/ 3 Bedrooms,530032,Lee And Tara,Brooklyn,Williamsburg,40.71116,-73.95484,Private room,175,60,38,2021-07-12,0.26,1,0,0,
56859,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40.81201,-73.94452,Private room,74,3,253,2022-12-26,1.70,4,45,33,
57166,Elegant NYC Pad,272006,Vasili,Queens,Ditmars Steinway,40.772472,-73.906075,Entire home/apt,149,3,126,2023-03-02,0.84,1,267,49,
103161,Equipped+Cozy+Super Dedicated Workspace PRIME WBG,465278,Ade,Brooklyn,Williamsburg,40.71551,-73.96274,Entire home/apt,335,7,146,2022-10-02,1.27,1,365,5,
103311,2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Private room,599,1,9,2018-05-19,0.06,30,66,0,
26785,Park Slope Green Guest House,42273,Dani,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,90,30,479,2022-05-31,3.09,3,64,2,
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,Brooklyn,Brooklyn Heights,40.69003,-73.99338,Entire home/apt,249,5,281,2023-01-29,1.88,1,141,25,
27644,Sugar Hill Rest Stop,119510,Emma,Manhattan,Harlem,40.82682,-73.94948,Entire home/apt,190,2,246,2023-01-29,1.75,1,289,27,
103555,Clean&Serene in Scenic Fort Greene,220001,Gordon,Brooklyn,Fort Greene,40.693047,-73.971985,Entire home/apt,375,1,281,2022-05-09,1.95,1,0,1,
57618,"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,250,4,129,2023-01-02,0.90,1,0,12,
105469,surf/stay regular,547386,Michelle,Queens,Rockaway Beach,40.58603,-73.8145,Private room,114,2,17,2021-09-17,0.12,1,89,0,
27883,East Village Sanctuary,120223,Jen,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,100,30,25,2011-12-10,0.16,1,0,0,
57754,Stylish Large SPARKLING Gramercy Loft!,275578,R,Manhattan,Flatiron District,40.74166,-73.9866,Entire home/apt,350,2,180,2023-02-23,1.25,1,58,28,
106363,Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,40.82772,-73.95284,Private room,82,5,452,2023-02-08,3.15,2,226,23,
57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,165,3,356,2023-02-16,2.37,2,109,41,
106906,Sunny Top Floor Fort Greene Two Bedroom,553964,Justine,Brooklyn,Clinton Hill,40.68615,-73.96769,Entire home/apt,225,7,12,2016-01-05,0.08,1,34,0,
107630,Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,225,3,328,2023-01-15,2.30,2,87,23,
28907,Garden studio in the Upper East Sid,124352,Lisa,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,150,30,21,2017-08-15,0.14,1,365,0,
29013,B & B Room 1,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,90,30,71,2022-12-19,0.46,5,299,2,
58059,Private Room on Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,40.8238,-73.94444,Private room,65,29,646,2023-02-21,4.47,2,5,53,
152263,Cozy apartment in a brownstone,732535,William,Manhattan,Harlem,40.80494,-73.94998,Entire home/apt,300,2,323,2023-03-02,2.32,1,246,50,
58062,South Slope Green,277394,Linda,Brooklyn,Windsor Terrace,40.65912,-73.9842,Private room,139,2,25,2020-02-16,0.20,1,64,0,
112304,Cozy Private Room in West Harlem!,573316,Kelli,Manhattan,Harlem,40.8069,-73.95372,Private room,90,30,1,2016-01-02,0.01,1,0,0,
112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,Brooklyn,Fort Greene,40.69132,-73.97306,Private room,95,30,177,2020-02-16,1.24,2,365,0,
59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,180,30,59,2022-09-30,0.40,1,365,2,
113092,Rm in Beautiful Luxury Apt. Bldg,575906,San,Brooklyn,Fort Greene,40.6905,-73.97867,Private room,90,30,0,,,1,0,0,
113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67582,-73.9518,Private room,60,30,273,2022-07-31,1.91,2,364,2,
152819,Williamsburg 1300 sq ft 3 bedroom,132701,Lauren,Brooklyn,Williamsburg,40.7167,-73.95014,Entire home/apt,398,3,82,2023-02-26,0.58,1,40,5,
153780,Private E. Village Townhouse Stay,739499,Donna,Manhattan,East Village,40.72752,-73.98581,Private room,199,3,225,2022-12-10,1.59,1,3,28,
59121,Convenient 3BR w/6 beds!!,204539,Mark,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,215,30,4,2023-02-10,0.03,9,365,2,
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 4",186084,Ricardo & Ashlie,Manhattan,Chinatown,40.7178,-73.9932,Entire home/apt,300,7,63,2023-02-25,0.44,1,50,24,
115535,Sun-Drenched Hamilton Hts Jewel,567187,Jane,Manhattan,Harlem,40.82402,-73.95263,Private room,65,30,34,2019-10-30,0.24,1,151,0,
60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,Tribeca,40.72012,-74.00397,Entire home/apt,500,30,110,2022-11-18,0.79,1,156,2,
115748,1 BDRM Apt-Weekend Sublease,585166,Lilly,Queens,Astoria,40.76406,-73.92266,Entire home/apt,110,5,39,2022-08-31,0.28,1,43,5,
